date,time,user,switch,port,old_vlan,new_vlan,old_description,new_description,message
2021-12-23,15:31:40,kendel.tatsak,SMG40SW003,Gi1/0/5,1,2,OAP-JUMP1 default,OAP-JUMP1 2nd floor subnet,I'm making this change to demonstrate how the program works! Thanks!
